id,company_id,role,title,description,salary_h,hours_per_week,area,location,years_xp,work_model,contract_type,date_expires
122,48,Financial Analyst,Financial Analyst 59,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,73,31,Auto Manufacturing,23897 Columbus Place,0 anos,Presencial,Meia jornada,2023-01-26
123,50,Civil Engineer,Civil Engineer 34,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,117,22,Food Distributors,0 Declaration Street,10+ anos,Híbrido,Estágio,2023-02-08
124,18,Structural Analysis Engineer,Structural Analysis Engineer 19,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,45,26,EDP Services,92 Elka Court,3-5 anos,Remoto,Meia jornada,2023-04-17
125,14,Account Representative II,Account Representative II 99,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,92,35,n/a,8 Scoville Avenue,0-3 anos,Presencial,Estágio,2023-02-27
126,30,Nuclear Power Engineer,Nuclear Power Engineer 72,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,74,30,Major Banks,906 Hazelcrest Way,0 anos,Híbrido,Estágio,2023-01-13
127,24,Occupational Therapist,Occupational Therapist 29,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,19,24,Computer Software: Prepackaged Software,0 Aberg Plaza,3-5 anos,Presencial,Meia jornada,2023-02-05
128,2,Editor,Editor 56,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,104,30,n/a,8544 Forest Run Park,3-5 anos,Híbrido,Tempo inteiro,2023-10-26
129,45,Director of Sales,Director of Sales 37,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,28,30,Major Pharmaceuticals,02325 Chive Center,3-5 anos,Híbrido,Estágio,2023-03-20
130,41,Actuary,Actuary 68,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,26,20,Packaged Foods,39840 Bunting Circle,10+ anos,Remoto,Tempo inteiro,2023-10-26
131,32,Marketing Manager,Marketing Manager 32,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,101,32,Industrial Machinery/Components,11 Elka Court,3-5 anos,Presencial,Estágio,2023-01-03
132,29,Project Manager,Project Manager 12,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,124,35,n/a,821 Golf Course Point,5-10 anos,Presencial,Tempo inteiro,2022-12-30
133,4,Operator,Operator 73,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,68,23,Radio And Television Broadcasting And Communications Equipment,77381 Scoville Street,5-10 anos,Presencial,Tempo inteiro,2022-12-17
134,22,Nuclear Power Engineer,Nuclear Power Engineer 19,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,23,27,n/a,3 Bay Plaza,10+ anos,Remoto,Estágio,2022-11-29
135,49,Marketing Assistant,Marketing Assistant 49,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,86,33,n/a,9521 Huxley Court,3-5 anos,Remoto,Meia jornada,2023-06-12
136,13,Software Consultant,Software Consultant 21,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,107,31,Auto Manufacturing,8132 Rockefeller Lane,0-3 anos,Híbrido,Meia jornada,2023-10-26
137,31,Graphic Designer,Graphic Designer 80,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,66,37,Trucking Freight/Courier Services,2 Carberry Plaza,5-10 anos,Remoto,Meia jornada,2023-03-11
138,1,Junior Executive,Junior Executive 53,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,57,24,Property-Casualty Insurers,2 Eastlawn Parkway,10+ anos,Remoto,Meia jornada,2023-09-25
139,21,Chemical Engineer,Chemical Engineer 5,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,87,33,n/a,60016 Anzinger Plaza,5-10 anos,Híbrido,Tempo inteiro,2023-03-31
140,44,Sales Associate,Sales Associate 85,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,77,21,Industrial Specialties,80975 Del Mar Pass,0 anos,Híbrido,Tempo inteiro,2023-02-26
141,36,Staff Accountant IV,Staff Accountant IV 77,consequat dui nec nisi volutpat eleifend donec ut dolor morbi,124,29,Savings Institutions,73 Golf Place,0 anos,Híbrido,Tempo inteiro,2023-04-22
142,3,Human Resources Manager,Human Resources Manager 11,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,125,36,Building Materials,90 Bluejay Plaza,3-5 anos,Presencial,Meia jornada,2023-11-01
143,46,Health Coach III,Health Coach III 96,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,50,24,n/a,7322 Magdeline Plaza,10+ anos,Remoto,Meia jornada,2023-04-25
144,9,Senior Sales Associate,Senior Sales Associate 79,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,16,26,n/a,65247 Mallory Court,0-3 anos,Presencial,Tempo inteiro,2023-06-17
145,43,Actuary,Actuary 51,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,103,31,Savings Institutions,1404 Carioca Park,10+ anos,Híbrido,Estágio,2023-04-15
146,37,Systems Administrator I,Systems Administrator I 14,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,14,22,Restaurants,128 Goodland Lane,10+ anos,Presencial,Tempo inteiro,2023-06-04
147,15,Assistant Manager,Assistant Manager 46,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,52,29,Computer Software: Prepackaged Software,0 Gulseth Circle,0-3 anos,Remoto,Tempo inteiro,2023-03-30
148,16,VP Product Management,VP Product Management 59,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,106,24,Business Services,63077 Grasskamp Lane,0 anos,Remoto,Estágio,2023-05-18
149,28,Product Engineer,Product Engineer 86,molestie lorem quisque ut erat curabitur gravida nisi at nibh in,102,25,Real Estate,721 Morrow Court,0-3 anos,Remoto,Estágio,2023-10-01
150,23,Mechanical Systems Engineer,Mechanical Systems Engineer 22,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,79,38,Finance/Investors Services,8 Moulton Circle,5-10 anos,Remoto,Meia jornada,2023-03-28
151,31,Senior Developer,Senior Developer 51,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,90,34,n/a,2 Carberry Plaza,10+ anos,Híbrido,Tempo inteiro,2023-06-22
152,23,Physical Therapy Assistant,Physical Therapy Assistant 47,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,123,30,Beverages (Production/Distribution),8 Moulton Circle,0 anos,Remoto,Meia jornada,2023-09-13
153,25,Electrical Engineer,Electrical Engineer 41,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,34,23,Finance: Consumer Services,71398 Graceland Pass,0-3 anos,Remoto,Estágio,2023-07-01
154,18,Nurse,Nurse 4,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,70,26,n/a,92 Elka Court,5-10 anos,Remoto,Tempo inteiro,2023-11-18
155,10,Recruiter,Recruiter 70,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,77,28,EDP Services,1 Fairview Way,0 anos,Híbrido,Tempo inteiro,2023-10-06
156,6,Analyst Programmer,Analyst Programmer 74,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,80,36,Major Banks,9643 Corry Lane,0-3 anos,Remoto,Meia jornada,2023-07-30
157,7,Compensation Analyst,Compensation Analyst 21,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,37,29,n/a,35270 Delaware Way,0-3 anos,Remoto,Meia jornada,2023-11-20
158,27,VP Quality Control,VP Quality Control 60,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,11,38,Other Specialty Stores,94 Mariners Cove Circle,10+ anos,Híbrido,Meia jornada,2023-04-07
159,47,Dental Hygienist,Dental Hygienist 73,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,5,33,n/a,79031 Lighthouse Bay Road,10+ anos,Híbrido,Estágio,2023-07-30
160,40,Editor,Editor 99,pede posuere nonummy integer non velit donec diam neque vestibulum,66,31,Business Services,10 Schmedeman Plaza,0 anos,Remoto,Meia jornada,2023-08-25
161,1,Help Desk Technician,Help Desk Technician 62,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,113,37,Oil Refining/Marketing,2 Eastlawn Parkway,10+ anos,Presencial,Meia jornada,2023-10-21
162,2,Nurse,Nurse 91,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,81,24,Other Consumer Services,8544 Forest Run Park,0 anos,Presencial,Meia jornada,2023-08-31
163,32,Research Assistant II,Research Assistant II 14,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,28,29,Industrial Machinery/Components,11 Elka Court,0-3 anos,Híbrido,Meia jornada,2023-07-13
164,12,Software Test Engineer I,Software Test Engineer I 43,elit ac nulla sed vel enim sit amet nunc viverra dapibus,23,27,Air Freight/Delivery Services,44598 Arizona Center,0-3 anos,Remoto,Tempo inteiro,2023-08-24
165,43,Computer Systems Analyst II,Computer Systems Analyst II 17,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,99,27,Water Supply,1404 Carioca Park,0 anos,Híbrido,Estágio,2023-07-13
166,24,Human Resources Manager,Human Resources Manager 79,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,120,34,n/a,0 Aberg Plaza,10+ anos,Híbrido,Meia jornada,2023-02-19
167,29,Registered Nurse,Registered Nurse 43,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,81,30,Savings Institutions,821 Golf Course Point,0 anos,Presencial,Tempo inteiro,2023-06-05
168,22,Quality Engineer,Quality Engineer 84,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,30,25,n/a,3 Bay Plaza,0 anos,Híbrido,Meia jornada,2022-11-23
169,26,Chief Design Engineer,Chief Design Engineer 21,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,18,30,Industrial Machinery/Components,8533 Bartelt Drive,3-5 anos,Híbrido,Meia jornada,2023-02-01
170,11,Safety Technician IV,Safety Technician IV 9,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,24,35,n/a,1431 East Alley,5-10 anos,Presencial,Tempo inteiro,2023-05-29
171,38,Administrative Officer,Administrative Officer 73,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,61,33,n/a,752 Golf Crossing,3-5 anos,Híbrido,Estágio,2023-01-30
172,16,Systems Administrator I,Systems Administrator I 83,ultrices vel augue vestibulum ante ipsum primis in faucibus orci,71,28,Oil & Gas Production,63077 Grasskamp Lane,10+ anos,Presencial,Tempo inteiro,2023-03-02
173,13,Chemical Engineer,Chemical Engineer 93,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,77,33,Oil Refining/Marketing,8132 Rockefeller Lane,0 anos,Híbrido,Estágio,2023-04-09
174,28,Teacher,Teacher 39,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,44,29,Computer peripheral equipment,721 Morrow Court,0 anos,Remoto,Estágio,2023-05-07
175,44,VP Accounting,VP Accounting 100,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,87,36,Major Pharmaceuticals,80975 Del Mar Pass,5-10 anos,Presencial,Estágio,2023-01-23
176,14,Web Designer I,Web Designer I 7,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,38,28,Home Furnishings,8 Scoville Avenue,3-5 anos,Híbrido,Meia jornada,2023-07-20
177,3,Analog Circuit Design manager,Analog Circuit Design manager 84,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,77,20,n/a,90 Bluejay Plaza,10+ anos,Remoto,Estágio,2022-11-28
178,49,Tax Accountant,Tax Accountant 56,interdum venenatis turpis enim blandit mi in porttitor pede justo eu,123,29,Telecommunications Equipment,9521 Huxley Court,0 anos,Híbrido,Meia jornada,2023-08-01
179,37,Administrative Officer,Administrative Officer 43,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,25,38,Miscellaneous manufacturing industries,128 Goodland Lane,10+ anos,Presencial,Meia jornada,2023-05-12
180,19,Internal Auditor,Internal Auditor 61,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,116,26,Telecommunications Equipment,9205 Tennessee Alley,5-10 anos,Híbrido,Meia jornada,2023-06-18
181,15,Safety Technician III,Safety Technician III 38,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,26,39,Investment Managers,0 Gulseth Circle,0-3 anos,Remoto,Meia jornada,2023-09-02
182,34,Dental Hygienist,Dental Hygienist 6,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,77,31,n/a,79 Lighthouse Bay Pass,5-10 anos,Híbrido,Tempo inteiro,2023-02-23
183,45,Human Resources Assistant III,Human Resources Assistant III 96,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,77,25,Real Estate Investment Trusts,02325 Chive Center,0-3 anos,Remoto,Meia jornada,2023-10-07
184,9,Data Coordiator,Data Coordiator 2,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,50,39,Major Chemicals,65247 Mallory Court,0-3 anos,Presencial,Tempo inteiro,2023-10-02
185,48,VP Product Management,VP Product Management 39,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,64,21,n/a,23897 Columbus Place,10+ anos,Híbrido,Meia jornada,2023-09-13
186,36,Dental Hygienist,Dental Hygienist 79,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,96,28,n/a,73 Golf Place,3-5 anos,Remoto,Estágio,2023-07-08
187,50,Social Worker,Social Worker 39,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,103,39,n/a,0 Declaration Street,0-3 anos,Presencial,Tempo inteiro,2023-02-26
188,42,Internal Auditor,Internal Auditor 15,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,69,32,Medical Specialities,38 Spaight Hill,10+ anos,Presencial,Meia jornada,2023-10-14
189,21,Senior Editor,Senior Editor 61,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,76,36,Major Banks,60016 Anzinger Plaza,0 anos,Híbrido,Meia jornada,2023-03-11
190,35,Dental Hygienist,Dental Hygienist 55,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,19,20,Other Consumer Services,7544 Ruskin Road,10+ anos,Presencial,Estágio,2023-03-21
191,4,Paralegal,Paralegal 20,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,103,38,Real Estate Investment Trusts,77381 Scoville Street,10+ anos,Remoto,Estágio,2023-04-09
192,20,Marketing Manager,Marketing Manager 55,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,122,38,n/a,89468 Transport Lane,10+ anos,Híbrido,Tempo inteiro,2022-12-16
193,30,Graphic Designer,Graphic Designer 27,morbi a ipsum integer a nibh in quis justo maecenas rhoncus,7,34,Other Consumer Services,906 Hazelcrest Way,10+ anos,Remoto,Tempo inteiro,2023-04-13
194,5,Statistician III,Statistician III 60,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,72,27,Oil & Gas Production,458 Elgar Terrace,3-5 anos,Presencial,Tempo inteiro,2023-02-22
195,8,Computer Systems Analyst III,Computer Systems Analyst III 36,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,45,38,Property-Casualty Insurers,5872 Beilfuss Way,5-10 anos,Híbrido,Meia jornada,2023-10-31
196,33,Physical Therapy Assistant,Physical Therapy Assistant 66,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,44,24,Water Supply,605 Lillian Avenue,10+ anos,Presencial,Estágio,2023-06-30
197,46,Chief Design Engineer,Chief Design Engineer 43,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,124,30,Marine Transportation,7322 Magdeline Plaza,0 anos,Presencial,Meia jornada,2023-05-23
198,41,Project Manager,Project Manager 66,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,118,35,Business Services,39840 Bunting Circle,5-10 anos,Remoto,Estágio,2023-09-06
199,39,Marketing Assistant,Marketing Assistant 82,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,87,37,Television Services,7 Artisan Court,0-3 anos,Híbrido,Meia jornada,2023-02-05
200,17,Senior Sales Associate,Senior Sales Associate 14,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,62,22,Military/Government/Technical,6426 New Castle Court,0 anos,Remoto,Tempo inteiro,2023-04-18
201,36,Legal Assistant,Legal Assistant 91,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,39,31,Major Chemicals,73 Golf Place,5-10 anos,Híbrido,Estágio,2023-11-14
202,16,Environmental Tech,Environmental Tech 23,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,66,32,Retail: Computer Software & Peripheral Equipment,63077 Grasskamp Lane,0 anos,Presencial,Meia jornada,2023-01-04
203,6,Registered Nurse,Registered Nurse 44,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,69,25,Forest Products,9643 Corry Lane,3-5 anos,Híbrido,Tempo inteiro,2023-02-19
204,24,Tax Accountant,Tax Accountant 11,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,32,36,n/a,0 Aberg Plaza,0 anos,Remoto,Tempo inteiro,2023-11-17
205,29,Chief Design Engineer,Chief Design Engineer 69,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,76,22,Auto Parts:O.E.M.,821 Golf Course Point,5-10 anos,Híbrido,Tempo inteiro,2023-01-20
206,1,Geologist II,Geologist II 64,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,10,31,Major Pharmaceuticals,2 Eastlawn Parkway,0-3 anos,Híbrido,Meia jornada,2023-08-29
207,41,Nuclear Power Engineer,Nuclear Power Engineer 46,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,96,28,Oil & Gas Production,39840 Bunting Circle,0-3 anos,Remoto,Meia jornada,2023-04-28
208,3,Environmental Tech,Environmental Tech 73,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,122,26,EDP Services,90 Bluejay Plaza,0-3 anos,Remoto,Estágio,2023-08-26
209,43,Office Assistant I,Office Assistant I 45,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,51,38,EDP Services,1404 Carioca Park,0 anos,Remoto,Estágio,2023-04-10
210,27,Software Consultant,Software Consultant 98,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,79,32,EDP Services,94 Mariners Cove Circle,0-3 anos,Presencial,Tempo inteiro,2022-12-25
211,4,Senior Editor,Senior Editor 75,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,44,33,n/a,77381 Scoville Street,0-3 anos,Híbrido,Meia jornada,2023-11-06
212,23,Data Coordiator,Data Coordiator 57,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,94,36,Other Specialty Stores,8 Moulton Circle,0 anos,Híbrido,Tempo inteiro,2023-04-14
213,9,Product Engineer,Product Engineer 85,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,78,34,Property-Casualty Insurers,65247 Mallory Court,10+ anos,Híbrido,Estágio,2023-10-23
214,25,Teacher,Teacher 69,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,20,31,Property-Casualty Insurers,71398 Graceland Pass,0 anos,Híbrido,Tempo inteiro,2023-06-17
215,13,Account Coordinator,Account Coordinator 16,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,51,33,Coal Mining,8132 Rockefeller Lane,3-5 anos,Presencial,Tempo inteiro,2023-08-22
216,48,Analyst Programmer,Analyst Programmer 32,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,64,39,Oilfield Services/Equipment,23897 Columbus Place,10+ anos,Híbrido,Estágio,2023-05-18
217,11,Nuclear Power Engineer,Nuclear Power Engineer 99,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,35,37,Business Services,1431 East Alley,10+ anos,Híbrido,Estágio,2023-05-18
218,19,Nuclear Power Engineer,Nuclear Power Engineer 57,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,42,37,Property-Casualty Insurers,9205 Tennessee Alley,0 anos,Híbrido,Estágio,2023-07-26
219,49,Staff Accountant IV,Staff Accountant IV 77,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,86,38,Package Goods/Cosmetics,9521 Huxley Court,0 anos,Remoto,Meia jornada,2023-08-05
220,22,Design Engineer,Design Engineer 37,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,40,32,Homebuilding,3 Bay Plaza,0 anos,Híbrido,Tempo inteiro,2023-09-23
221,33,VP Sales,VP Sales 8,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,43,37,n/a,605 Lillian Avenue,10+ anos,Remoto,Meia jornada,2023-04-24
222,12,Physical Therapy Assistant,Physical Therapy Assistant 47,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,64,37,n/a,44598 Arizona Center,5-10 anos,Remoto,Estágio,2023-11-20
223,20,Senior Financial Analyst,Senior Financial Analyst 5,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,13,29,Computer Software: Prepackaged Software,89468 Transport Lane,3-5 anos,Presencial,Meia jornada,2023-02-22
224,31,Technical Writer,Technical Writer 64,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,78,33,Major Banks,2 Carberry Plaza,0 anos,Remoto,Estágio,2023-05-05
225,37,Budget/Accounting Analyst III,Budget/Accounting Analyst III 72,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,66,26,Major Banks,128 Goodland Lane,3-5 anos,Remoto,Tempo inteiro,2023-08-12
226,18,Accountant I,Accountant I 71,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,17,25,Advertising,92 Elka Court,3-5 anos,Remoto,Estágio,2023-04-15
227,26,VP Quality Control,VP Quality Control 51,libero quis orci nullam molestie nibh in lectus pellentesque at,40,20,Auto Parts:O.E.M.,8533 Bartelt Drive,5-10 anos,Híbrido,Meia jornada,2023-06-23
228,46,Analog Circuit Design manager,Analog Circuit Design manager 85,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,68,38,n/a,7322 Magdeline Plaza,0-3 anos,Remoto,Tempo inteiro,2023-11-15
229,21,Structural Analysis Engineer,Structural Analysis Engineer 75,eleifend pede libero quis orci nullam molestie nibh in lectus,114,30,Other Consumer Services,60016 Anzinger Plaza,10+ anos,Remoto,Tempo inteiro,2022-11-23
230,34,Computer Systems Analyst II,Computer Systems Analyst II 24,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,95,37,Restaurants,79 Lighthouse Bay Pass,5-10 anos,Remoto,Meia jornada,2023-07-01
231,47,Accounting Assistant IV,Accounting Assistant IV 78,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,80,40,Paper,79031 Lighthouse Bay Road,10+ anos,Presencial,Estágio,2023-01-06
232,7,Human Resources Assistant I,Human Resources Assistant I 51,ac lobortis vel dapibus at diam nam tristique tortor eu pede,88,22,Biotechnology: Biological Products (No Diagnostic Substances),35270 Delaware Way,3-5 anos,Presencial,Meia jornada,2023-11-02
233,2,Executive Secretary,Executive Secretary 60,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,123,25,Telecommunications Equipment,8544 Forest Run Park,10+ anos,Presencial,Tempo inteiro,2023-11-01
234,50,Senior Developer,Senior Developer 2,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,65,23,Real Estate Investment Trusts,0 Declaration Street,5-10 anos,Presencial,Meia jornada,2023-06-02
235,28,Staff Accountant II,Staff Accountant II 41,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,71,20,Medical/Dental Instruments,721 Morrow Court,10+ anos,Remoto,Meia jornada,2023-02-10
236,40,Legal Assistant,Legal Assistant 40,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,19,22,Major Chemicals,10 Schmedeman Plaza,0-3 anos,Híbrido,Tempo inteiro,2023-08-24
237,45,Geologist II,Geologist II 26,potenti cras in purus eu magna vulputate luctus cum sociis natoque,17,30,Business Services,02325 Chive Center,0-3 anos,Remoto,Estágio,2023-10-23
238,32,Food Chemist,Food Chemist 26,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,94,40,Medical Specialities,11 Elka Court,0 anos,Presencial,Meia jornada,2023-05-13
239,42,Administrative Officer,Administrative Officer 7,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,9,30,Auto Parts:O.E.M.,38 Spaight Hill,3-5 anos,Híbrido,Tempo inteiro,2023-10-16
240,30,VP Accounting,VP Accounting 85,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,60,35,Marine Transportation,906 Hazelcrest Way,3-5 anos,Presencial,Meia jornada,2023-09-26
241,39,Nuclear Power Engineer,Nuclear Power Engineer 66,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,99,37,Real Estate Investment Trusts,7 Artisan Court,0 anos,Remoto,Estágio,2023-09-18
242,8,Senior Sales Associate,Senior Sales Associate 23,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,66,23,Savings Institutions,5872 Beilfuss Way,5-10 anos,Presencial,Tempo inteiro,2023-06-15
243,15,Account Executive,Account Executive 83,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,94,28,Other Specialty Stores,0 Gulseth Circle,3-5 anos,Remoto,Meia jornada,2023-08-03
