id,company_id,user_id,rating,text
279,49,619,1,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus
280,29,236,1,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
281,8,489,4,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
282,46,379,2,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
283,45,721,3,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
284,50,519,2,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
285,48,751,1,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
286,39,245,2,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
287,21,320,2,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
288,34,726,3,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
289,33,501,3,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
290,16,525,4,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed
291,23,365,2,rhoncus dui vel sem sed sagittis nam congue risus semper porta
292,6,880,5,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
293,31,834,5,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
294,19,122,1,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
295,30,394,3,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
296,9,659,1,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
297,4,168,3,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
298,7,689,2,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
299,2,492,1,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
300,32,93,5,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
301,27,540,2,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
302,42,586,4,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
303,8,203,5,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
304,3,67,2,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
305,28,66,3,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
306,15,452,4,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
307,19,722,4,elit ac nulla sed vel enim sit amet nunc viverra
308,43,166,3,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
309,11,392,1,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
310,37,753,4,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
311,14,422,1,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
312,1,173,1,sit amet consectetuer adipiscing elit proin interdum mauris non ligula
313,10,953,5,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
314,35,162,4,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit
315,49,435,3,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
316,50,138,4,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
317,2,187,5,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
318,44,374,3,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
319,16,590,3,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
320,24,749,4,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
321,12,423,3,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
322,48,282,1,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
323,4,127,2,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
324,38,308,5,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
325,21,812,1,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
326,23,898,1,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
327,17,688,5,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
328,36,946,2,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
329,26,384,1,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
330,31,407,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
331,32,779,5,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
332,45,716,4,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
333,25,311,2,lorem vitae mattis nibh ligula nec sem duis aliquam convallis
334,47,915,2,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
335,34,199,2,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse
336,40,608,1,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
337,6,121,2,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
338,18,339,4,mauris lacinia sapien quis libero nullam sit amet turpis elementum
339,7,767,2,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus
340,5,638,3,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
341,13,294,5,eu felis fusce posuere felis sed lacus morbi sem mauris
342,33,654,4,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
343,29,288,2,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
344,39,245,4,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
345,9,1000,5,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
346,46,190,1,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
347,41,129,5,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
348,30,764,5,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
349,22,656,2,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
350,20,110,2,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
351,4,99,2,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
352,15,130,2,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
353,34,67,2,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
354,1,829,2,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
355,44,264,5,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec
356,33,211,1,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
357,43,216,1,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
358,46,985,4,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
359,38,443,1,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
360,16,512,2,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
361,3,526,5,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
362,18,230,5,nunc rhoncus dui vel sem sed sagittis nam congue risus
363,26,967,2,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
364,32,93,2,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
365,14,688,3,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
366,20,366,5,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
367,42,851,3,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
368,13,104,4,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
369,5,71,4,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
370,23,3,5,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
371,10,313,1,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
372,50,364,1,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
373,9,893,5,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
374,22,576,5,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
375,36,909,3,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
376,7,651,4,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
377,11,119,1,ut massa volutpat convallis morbi odio odio elementum eu interdum eu
378,28,557,5,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
379,19,503,2,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
380,12,748,5,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
381,17,221,3,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
382,49,847,3,id consequat in consequat ut nulla sed accumsan felis ut at dolor
383,37,34,3,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
384,21,345,1,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
385,25,204,5,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
386,30,910,1,risus auctor sed tristique in tempus sit amet sem fusce
387,2,799,2,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
388,40,201,2,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
389,48,549,5,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
390,29,341,2,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
391,27,831,4,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui
392,8,327,4,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero
393,39,433,1,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at
394,45,32,5,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
395,24,416,2,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
396,31,136,5,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
397,35,719,1,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
398,41,427,3,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
399,47,551,5,nunc rhoncus dui vel sem sed sagittis nam congue risus
400,6,30,2,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
401,19,705,4,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
402,41,951,4,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
403,46,826,5,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut
404,12,5,4,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
405,17,881,5,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
406,8,262,5,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
407,21,445,5,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
408,28,823,3,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
409,35,309,2,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
410,4,71,3,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
411,2,582,3,ut blandit non interdum in ante vestibulum ante ipsum primis in
412,16,273,1,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi
413,47,299,2,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
414,15,717,3,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
415,32,906,1,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
416,23,141,2,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
417,27,497,4,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
418,20,515,5,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
419,25,129,1,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
420,37,532,1,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
421,3,420,2,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
422,31,67,4,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
423,18,469,5,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
424,34,188,3,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
425,11,91,2,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
426,14,802,5,at nibh in hac habitasse platea dictumst aliquam augue quam
427,22,224,1,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
428,39,388,2,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
429,10,482,4,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
430,13,488,2,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
431,33,472,2,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
432,9,935,5,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
433,26,331,3,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
434,30,709,2,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus
435,50,924,2,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet
436,45,65,4,eget congue eget semper rutrum nulla nunc purus phasellus in
437,24,326,1,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
438,42,891,4,felis ut at dolor quis odio consequat varius integer ac leo
439,1,498,3,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
440,49,78,5,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
441,7,605,4,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
442,38,76,2,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
443,6,809,3,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
444,29,986,5,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate
445,40,59,4,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
446,48,932,1,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
447,44,480,1,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
448,36,729,4,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
449,43,870,3,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
450,5,496,3,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
451,6,897,3,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
452,25,182,4,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
453,11,270,3,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
454,47,310,1,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
455,34,288,2,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices
456,14,787,2,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
457,40,18,5,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
458,31,205,2,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
459,10,654,2,lobortis est phasellus sit amet erat nulla tempus vivamus in felis
460,7,312,2,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
461,2,518,2,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
462,44,647,3,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo
463,35,712,3,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
464,36,247,3,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor
465,1,294,5,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus
466,5,287,5,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
467,16,730,1,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
468,28,681,1,integer ac leo pellentesque ultrices mattis odio donec vitae nisi
469,32,382,4,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
470,48,715,1,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
471,42,593,4,purus sit amet nulla quisque arcu libero rutrum ac lobortis
472,4,477,1,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
473,30,882,5,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget
474,19,140,3,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
475,20,982,4,pellentesque quisque porta volutpat erat quisque erat eros viverra eget
476,49,673,3,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
477,37,876,3,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut
478,21,759,3,quis orci eget orci vehicula condimentum curabitur in libero ut massa
479,43,819,5,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
480,18,148,3,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
481,8,227,3,ut tellus nulla ut erat id mauris vulputate elementum nullam
482,39,92,1,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
483,12,184,1,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
484,41,552,2,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in
485,45,444,2,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper
486,9,138,1,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
487,22,553,4,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
488,27,11,2,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent
489,24,16,4,eget rutrum at lorem integer tincidunt ante vel ipsum praesent
490,33,256,4,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque
491,13,967,2,sit amet lobortis sapien sapien non mi integer ac neque
492,26,563,2,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut
493,29,445,3,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
494,3,400,4,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
495,23,630,3,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
496,38,949,4,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
497,15,180,2,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
498,50,773,4,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
499,46,869,3,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
500,17,315,4,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
501,15,964,2,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer
502,5,676,3,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
503,11,893,1,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
504,21,716,2,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
505,13,162,4,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
506,42,321,3,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce
507,6,303,1,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
508,43,454,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
509,44,802,5,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut
510,19,715,3,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
511,1,890,2,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
512,7,816,4,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
513,20,944,3,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
514,23,546,3,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet
515,40,356,2,cum sociis natoque penatibus et magnis dis parturient montes nascetur
516,41,622,1,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
517,29,484,1,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id
518,16,60,2,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
519,32,272,5,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
520,10,738,5,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
521,33,156,2,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
522,31,523,3,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
523,17,616,3,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
524,8,424,4,ac est lacinia nisi venenatis tristique fusce congue diam id ornare
525,26,870,3,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
526,49,135,4,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
527,35,651,2,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
528,47,990,2,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
529,38,229,3,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
530,3,668,3,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
531,46,576,2,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
532,25,170,4,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
533,30,539,5,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
534,2,939,5,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
535,12,255,1,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
536,9,674,3,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
537,22,693,4,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
538,28,161,4,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
539,45,832,5,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
540,14,355,1,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
541,48,500,1,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
542,36,797,4,nulla dapibus dolor vel est donec odio justo sollicitudin ut
543,37,103,1,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
544,24,9,3,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
545,50,545,5,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum
546,18,314,3,a feugiat et eros vestibulum ac est lacinia nisi venenatis
547,27,496,2,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
548,4,663,3,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
549,34,709,3,mattis nibh ligula nec sem duis aliquam convallis nunc proin
550,39,280,1,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
551,6,4,4,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
552,29,996,4,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
553,49,859,5,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
554,3,883,4,in consequat ut nulla sed accumsan felis ut at dolor
555,28,506,1,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
556,21,477,4,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
557,8,18,3,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
558,41,65,4,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
559,38,726,5,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
560,40,230,1,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed
561,2,554,4,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
562,20,854,5,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
563,10,193,1,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
564,17,79,5,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
